DC_gain,Peak_gain,eye_height,eye_width
-9.0,7.0,0.0293,8.800000e-11
-9.0,7.5,0.0304,8.800000e-11
-9.0,8.0,0.0315,9.600000e-11
-9.0,8.5,0.0325,9.600000e-11
-9.0,9.0,0.0335,9.600000e-11
-9.0,9.5,0.0338,9.600000e-11
-9.0,10.0,0.0343,9.600000e-11
-8.5,2.0,0.0213,9.600000e-11
-8.5,2.5,0.0224,9.600000e-11
-8.5,3.0,0.0218,9.600000e-11
-8.5,3.5,0.0230,8.800000e-11
-8.5,4.0,0.0244,8.800000e-11
-8.5,4.5,0.0257,9.600000e-11
-8.5,5.0,0.0272,9.600000e-11
-8.5,5.5,0.0273,9.600000e-11
-8.5,6.0,0.0285,9.600000e-11
-8.5,6.5,0.0297,9.600000e-11
-8.5,7.0,0.0310,8.800000e-11
-8.5,7.5,0.0322,8.800000e-11
-8.5,8.0,0.0334,9.600000e-11
-8.5,8.5,0.0345,9.600000e-11
-8.5,9.0,0.0355,9.600000e-11
-8.5,9.5,0.0358,9.600000e-11
-8.5,10.0,0.0364,9.600000e-11
-8.0,2.0,0.0226,9.600000e-11
-8.0,2.5,0.0237,9.600000e-11
-8.0,3.0,0.0231,9.600000e-11
-8.0,3.5,0.0244,8.800000e-11
-8.0,4.0,0.0258,8.800000e-11
-8.0,4.5,0.0273,9.600000e-11
-8.0,5.0,0.0288,9.600000e-11
-8.0,5.5,0.0289,9.600000e-11
-8.0,6.0,0.0302,9.600000e-11
-8.0,6.5,0.0315,9.600000e-11
-8.0,7.0,0.0328,8.800000e-11
-8.0,7.5,0.0341,8.800000e-11
-8.0,8.0,0.0353,9.600000e-11
-8.0,8.5,0.0365,9.600000e-11
-8.0,9.0,0.0376,9.600000e-11
-8.0,9.5,0.0379,9.600000e-11
-8.0,10.0,0.0385,9.600000e-11
-7.5,2.0,0.0239,9.600000e-11
-7.5,2.5,0.0251,9.600000e-11
-7.5,3.0,0.0245,9.600000e-11
-7.5,3.5,0.0258,8.800000e-11
-7.5,4.0,0.0273,8.800000e-11
-7.5,4.5,0.0289,9.600000e-11
-7.5,5.0,0.0305,9.600000e-11
-7.5,5.5,0.0306,9.600000e-11
-7.5,6.0,0.0320,9.600000e-11
-7.5,6.5,0.0334,9.600000e-11
-7.5,7.0,0.0348,8.800000e-11
-7.5,7.5,0.0361,8.800000e-11
-7.5,8.0,0.0374,9.600000e-11
-7.5,8.5,0.0387,9.600000e-11
-7.5,9.0,0.0398,9.600000e-11
-7.5,9.5,0.0402,9.600000e-11
-7.5,10.0,0.0408,9.600000e-11
-7.0,2.0,0.0253,9.600000e-11
-7.0,2.5,0.0266,9.600000e-11
-7.0,3.0,0.0259,9.600000e-11
-7.0,3.5,0.0274,8.800000e-11
-7.0,4.0,0.0289,8.800000e-11
-7.0,4.5,0.0306,9.600000e-11
-7.0,5.0,0.0323,9.600000e-11
-7.0,5.5,0.0324,9.600000e-11
-7.0,6.0,0.0339,9.600000e-11
-7.0,6.5,0.0354,9.600000e-11
-7.0,7.0,0.0368,8.800000e-11
-7.0,7.5,0.0383,8.800000e-11
-7.0,8.0,0.0397,9.600000e-11
-7.0,8.5,0.0410,9.600000e-11
-7.0,9.0,0.0422,9.600000e-11
-7.0,9.5,0.0425,9.600000e-11
-7.0,10.0,0.0432,9.600000e-11
-6.5,2.0,0.0268,9.600000e-11
-6.5,2.5,0.0282,9.600000e-11
-6.5,3.0,0.0275,9.600000e-11
-6.5,3.5,0.0290,8.800000e-11
-6.5,4.0,0.0307,8.800000e-11
-6.5,4.5,0.0324,9.600000e-11
-6.5,5.0,0.0342,9.600000e-11
-6.5,5.5,0.0343,9.600000e-11
-6.5,6.0,0.0359,9.600000e-11
-6.5,6.5,0.0374,9.600000e-11
-6.5,7.0,0.0390,8.800000e-11
-6.5,7.5,0.0405,8.800000e-11
-6.5,8.0,0.0420,9.600000e-11
-6.5,8.5,0.0434,9.600000e-11
-6.5,9.0,0.0447,9.600000e-11
-6.5,9.5,0.0451,9.600000e-11
-6.5,10.0,0.0458,9.600000e-11
-6.0,2.0,0.0284,9.600000e-11
-6.0,2.5,0.0298,9.600000e-11
-6.0,3.0,0.0291,9.600000e-11
-6.0,3.5,0.0307,8.800000e-11
-6.0,4.0,0.0325,8.800000e-11
-6.0,4.5,0.0343,9.600000e-11
-6.0,5.0,0.0363,9.600000e-11
-6.0,5.5,0.0364,9.600000e-11
-6.0,6.0,0.0380,9.600000e-11
-6.0,6.5,0.0397,9.600000e-11
-6.0,7.0,0.0413,8.800000e-11
-6.0,7.5,0.0429,8.800000e-11
-6.0,8.0,0.0445,9.600000e-11
-6.0,8.5,0.0460,9.600000e-11
-6.0,9.0,0.0473,9.600000e-11
-6.0,9.5,0.0477,9.600000e-11
-6.0,10.0,0.0485,9.600000e-11
-5.5,2.0,0.0301,9.600000e-11
-5.5,2.5,0.0316,9.600000e-11
-5.5,3.0,0.0308,9.600000e-11
-5.5,3.5,0.0325,8.800000e-11
-5.5,4.0,0.0344,8.800000e-11
-5.5,4.5,0.0364,9.600000e-11
-5.5,5.0,0.0384,9.600000e-11
-5.5,5.5,0.0385,9.600000e-11
-5.5,6.0,0.0403,9.600000e-11
-5.5,6.5,0.0420,9.600000e-11
-5.5,7.0,0.0438,8.800000e-11
-5.5,7.5,0.0455,8.800000e-11
-5.5,8.0,0.0471,9.600000e-11
-5.5,8.5,0.0487,9.600000e-11
-5.5,9.0,0.0501,9.600000e-11
-5.5,9.5,0.0506,9.600000e-11
-5.5,10.0,0.0514,9.600000e-11
-5.0,2.0,0.0319,9.600000e-11
-5.0,2.5,0.0335,9.600000e-11
-5.0,3.0,0.0327,9.600000e-11
-5.0,3.5,0.0344,8.800000e-11
-5.0,4.0,0.0364,8.800000e-11
-5.0,4.5,0.0385,9.600000e-11
-5.0,5.0,0.0407,9.600000e-11
-5.0,5.5,0.0408,9.600000e-11
-5.0,6.0,0.0426,9.600000e-11
-5.0,6.5,0.0445,9.600000e-11
-5.0,7.0,0.0464,8.800000e-11
-5.0,7.5,0.0482,8.800000e-11
-5.0,8.0,0.0499,9.600000e-11
-5.0,8.5,0.0516,9.600000e-11
-5.0,9.0,0.0531,9.600000e-11
-5.0,9.5,0.0536,9.600000e-11
-5.0,10.0,0.0544,9.600000e-11
-4.5,2.0,0.0338,9.600000e-11
-4.5,2.5,0.0354,9.600000e-11
-4.5,3.0,0.0346,9.600000e-11
-4.5,3.5,0.0365,8.800000e-11
-4.5,4.0,0.0386,8.800000e-11
-4.5,4.5,0.0408,9.600000e-11
-4.5,5.0,0.0431,9.600000e-11
-4.5,5.5,0.0432,9.600000e-11
-4.5,6.0,0.0452,9.600000e-11
-4.5,6.5,0.0471,9.600000e-11
-4.5,7.0,0.0491,8.800000e-11
-4.5,7.5,0.0510,8.800000e-11
-4.5,8.0,0.0529,9.600000e-11
-4.5,8.5,0.0546,9.600000e-11
-4.5,9.0,0.0563,9.600000e-11
-4.5,9.5,0.0567,9.600000e-11
-4.5,10.0,0.0577,9.600000e-11
-4.0,2.0,0.0358,9.600000e-11
-4.0,2.5,0.0375,9.600000e-11
-4.0,3.0,0.0366,9.600000e-11
-4.0,3.5,0.0387,8.800000e-11
-4.0,4.0,0.0409,8.800000e-11
-4.0,4.5,0.0432,9.600000e-11
-4.0,5.0,0.0457,9.600000e-11
-4.0,5.5,0.0458,9.600000e-11
-4.0,6.0,0.0478,9.600000e-11
-4.0,6.5,0.0499,9.600000e-11
-4.0,7.0,0.0520,8.800000e-11
-4.0,7.5,0.0540,8.800000e-11
-4.0,8.0,0.0560,9.600000e-11
-4.0,8.5,0.0579,9.600000e-11
-4.0,9.0,0.0596,9.600000e-11
-4.0,9.5,0.0601,9.600000e-11
-4.0,10.0,0.0611,9.600000e-11
